test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,rest_simple_get,00:01:00,global information,990,990,0,16.5,4.06,20.63,1874.89,7.97,12.23,70.78,170.24,74.02,0.523,0.523,0.523,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,graphql_simple_get,00:01:00,global information,990,990,0,16.5,4.95,43,2381.72,9.14,13.79,91.52,1744.9,221.13,0.686,0.686,0.686,0.663,0,0,0,0,0,0,0,0,0,0,0,0,0
